,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
375,Muros,75,ES,1554412015,93,42.77,-9.06,48.0,3.36
376,Ust-Nera,56,RU,1554412251,72,64.57,143.24,5.72,2.06
377,Panvel,40,IN,1554409800,78,18.99,73.11,82.4,8.05
378,Kostino,0,BG,1554412204,70,41.7,25.3,45.0,6.93
379,Abonnema,68,NG,1554412252,83,4.71,6.79,79.25,5.64
380,Gazanjyk,48,TM,1554412252,69,39.24,55.52,50.9,6.98
381,Svetlogorsk,90,RU,1554409800,93,53.14,59.15,32.0,11.18
382,Sibolga,8,ID,1554412252,99,1.74,98.78,68.09,1.61
383,Farafangana,56,MG,1554412255,100,-22.82,47.83,73.85,3.4
384,Taoudenni,88,ML,1554412256,43,22.68,-3.98,80.96,10.56
385,Necochea,36,AR,1554411681,75,-38.55,-58.74,64.99,8.99
386,Ilulissat,75,GL,1554407400,54,69.22,-51.1,28.4,25.28
387,Ostrovnoy,48,RU,1554412256,90,68.05,39.51,26.69,9.44
388,Geraldton,40,CA,1554408000,44,49.72,-86.95,32.0,10.29
389,Jalu,80,LY,1554412256,37,29.03,21.55,65.03,4.97
390,Whitianga,0,NZ,1554411910,71,-36.83,175.7,64.0,4.0
391,Bethel,1,US,1554407760,53,60.79,-161.76,24.8,23.04
392,Nara,32,JP,1554412131,62,34.68,135.8,53.6,10.29
393,Oussouye,12,SN,1554412258,79,12.49,-16.54,72.5,18.28
394,Lashio,12,MM,1554412258,85,22.93,97.75,59.63,1.72
395,San Pedro,12,AR,1554411739,48,-33.68,-59.66,69.01,8.01
396,Namibe,48,AO,1554412260,100,-15.19,12.15,79.07,12.8
397,Ribas do Rio Pardo,8,BR,1554412260,71,-20.45,-53.76,82.85,3.96
398,Richards Bay,12,ZA,1554412260,75,-28.77,32.06,75.29,6.64
399,Romitan,40,UZ,1554409800,77,39.93,64.38,62.6,9.17
400,Batagay,0,RU,1554412261,53,67.65,134.64,3.47,2.73
401,Jiangkou,8,CN,1554412261,90,30.7,117.56,47.12,5.41
402,Rome,75,IT,1554411975,93,41.89,12.48,53.01,9.17
403,Vangaindrano,20,MG,1554412261,94,-23.35,47.6,68.9,1.61
404,Orlik,88,RU,1554412261,80,52.51,99.83,17.6,2.51
405,Maceio,0,BR,1554411600,78,-9.67,-35.74,80.6,8.05
406,Soe,0,EE,1554412216,48,57.91,26.05,43.0,6.64
407,Rockland,75,US,1554412210,12,42.13,-70.92,52.0,23.04
408,Talara,0,PE,1554408000,290,-4.58,-81.27,62.6,10.29
409,Noyabrsk,88,RU,1554412272,94,63.2,75.45,30.92,8.43
410,Sovetskiy,0,RU,1554412273,76,56.76,48.47,19.22,3.74
411,Totness,75,US,1554412500,25,33.74,-80.8,75.2,14.99
412,Berezovka,0,RU,1554412273,71,57.6,57.31,20.84,2.84
413,Okha,88,RU,1554412273,92,53.59,142.95,29.66,15.7
414,Port Elizabeth,75,US,1554412267,25,39.31,-74.98,68.0,12.75
415,Bireun,76,ID,1554412274,100,5.2,96.7,82.58,4.85
416,Kilemary,0,RU,1554412274,86,56.78,46.86,20.39,3.62
417,Port Augusta,0,AU,1554412177,35,-32.49,137.76,73.4,11.41
418,Kaseda,92,JP,1554411765,70,31.42,130.32,46.0,4.0
419,Sola,0,NO,1554412220,81,58.89,5.65,44.6,4.7
420,Belaya Gora,36,RU,1554412275,61,68.54,146.19,1.22,2.62
421,Coihaique,75,CL,1554408000,54,-45.58,-72.07,53.6,10.29
422,The Valley,40,AI,1554411687,58,18.22,-63.06,82.4,14.99
423,Wisconsin Rapids,90,US,1554412247,30,44.39,-89.82,45.0,16.11
424,Coronini,0,RS,1554409800,33,44.68,21.69,57.2,31.09
425,Ternate,40,PH,1554411665,74,14.29,120.72,80.6,9.17
426,Maniitsoq,64,GL,1554412275,82,65.42,-52.9,29.3,8.77
427,Kudahuvadhoo,0,MV,1554412276,100,2.67,72.89,83.12,5.41
428,Deputatskiy,0,RU,1554412276,47,69.3,139.9,-3.38,2.06
429,Fare,80,PF,1554412276,100,-16.7,-151.02,83.21,10.67
430,Jumla,0,NP,1554412276,87,29.28,82.18,29.03,2.62
431,Kawambwa,36,ZM,1554412276,91,-9.8,29.07,68.45,2.39
432,Iquitos,75,PE,1554408000,63,-3.75,-73.25,91.4,5.82
433,Lubango,8,AO,1554412079,93,-14.92,13.49,69.44,0.94
434,Ballina,48,IE,1554412206,87,54.11,-9.15,43.0,5.99
435,Tupik,68,RU,1554412277,90,54.43,119.94,22.28,2.51
436,Puerto Madero,75,AR,1554412203,64,-34.61,-58.36,69.8,10.29
437,Moranbah,0,AU,1554412277,80,-22.0,148.04,65.75,13.13
438,Kiama,75,AU,1554412027,100,-34.67,150.86,68.0,6.93
439,Vuktyl,0,RU,1554412278,83,63.86,57.31,29.57,6.2
440,Kavieng,68,PG,1554412278,100,-2.57,150.8,81.5,5.75
441,Nador,0,MA,1554409800,72,35.17,-2.93,59.0,8.05
442,Tutoia,90,BR,1554408000,100,-2.76,-42.27,75.2,11.41
443,Bandarbeyla,0,SO,1554412278,100,9.49,50.81,79.7,4.97
444,Leninskoye,90,RU,1554409800,80,54.82,82.85,33.8,4.47
445,Lavumisa,0,ZA,1554408000,94,-27.31,31.88,71.6,1.12
446,Madras,75,US,1554412220,76,44.63,-121.13,57.2,3.62
447,Dali,0,CN,1554412279,100,25.6,100.24,40.55,1.72
448,Puerto Madryn,0,AR,1554412279,60,-42.77,-65.04,65.21,15.48
449,Flin Flon,75,CA,1554408000,58,54.77,-101.88,30.2,14.99
450,Sibu,75,MY,1554408000,94,2.29,111.83,77.0,2.73
451,Manaus,75,BR,1554408000,78,-3.13,-59.98,82.4,9.17
452,Chapais,75,CA,1554408000,57,49.78,-74.86,17.6,19.46
453,Compiegne,0,FR,1554412206,45,49.42,2.83,46.99,8.05
454,Bathsheba,40,BB,1554408000,61,13.22,-59.52,82.4,21.92
455,Lakatoro,56,VU,1554412290,95,-16.11,167.42,81.32,6.53
456,Warmbad,0,DE,1554412282,81,50.67,13.08,54.0,9.17
457,Basco,90,US,1554412247,93,40.33,-91.2,48.99,16.11
458,Acapulco,5,MX,1554407040,70,16.86,-99.88,86.0,11.41
459,Tevaitoa,80,PF,1554412291,100,-16.78,-151.5,83.21,10.67
460,Bosaso,0,SO,1554412291,100,11.28,49.18,79.07,5.75
461,Hirara,88,JP,1554412292,100,24.8,125.28,74.39,20.74
462,Muskogee,75,US,1554411951,77,35.75,-95.37,70.0,4.7
463,Sitka,0,US,1554411649,54,37.17,-99.65,66.99,3.0
464,Ashland,1,US,1554412031,37,38.48,-82.64,75.99,9.17
465,Nanchang,0,CN,1554412292,92,28.68,115.89,47.84,2.73
466,Marawi,20,PH,1554411701,90,8.0,124.29,72.0,5.01
467,Muisne,75,EC,1554408000,83,0.61,-80.02,82.4,3.36
468,Ludvika,80,SE,1554412207,68,60.15,15.18,44.6,5.82
469,Alta Floresta,40,BR,1554408000,94,-9.87,-56.08,78.8,2.24
470,Santa Cruz Cabralia,0,BR,1554411600,74,-16.28,-39.02,82.4,9.17
471,Boa Vista,40,BR,1554411600,36,2.82,-60.67,93.2,14.99
472,Tyrma,36,RU,1554412316,77,50.04,132.17,16.07,2.39
473,Kaluga,0,RU,1554408000,40,54.51,36.26,37.4,4.47
474,Vestmannaeyjar,76,IS,1554412317,90,63.44,-20.27,39.02,6.08
475,Sangar,0,RU,1554412317,73,63.92,127.47,15.17,2.06
476,Hazorasp,0,UZ,1554409800,54,41.32,61.08,55.4,11.41
477,Pangnirtung,40,CA,1554408000,65,66.15,-65.72,3.2,6.31
478,Xining,0,CN,1554412317,73,36.62,101.77,17.87,1.16
479,Leh,68,IN,1554412318,81,34.16,77.58,6.26,1.39
480,Behshahr,0,IR,1554412318,97,36.69,53.54,42.89,1.83
481,Ames,90,US,1554412114,66,42.03,-93.62,55.99,9.17
482,Constitucion,20,MX,1554412217,9,23.99,-104.67,79.0,2.24
483,Praia da Vitoria,40,PT,1554411617,58,38.73,-27.07,55.4,24.32
484,Robertsport,24,LR,1554412318,100,6.75,-11.37,81.5,13.24
485,Faya,40,SA,1554408000,93,18.39,42.45,62.6,6.93
486,Celestun,20,MX,1554412319,88,20.87,-90.4,81.41,9.44
487,Laurel,75,US,1554412299,25,45.67,-108.77,66.2,9.17
488,Lwowek Slaski,12,PL,1554412111,57,51.11,15.59,57.99,8.01
489,Conway,1,US,1554412175,35,33.84,-79.05,73.99,9.17
490,Bonthe,0,SL,1554412320,77,7.53,-12.5,81.23,5.86
491,Kieta,88,PG,1554412320,100,-6.22,155.63,78.98,3.29
492,Las Vegas,75,US,1554412102,22,36.17,-115.15,75.2,10.29
493,Tak,44,TH,1554412320,87,16.87,99.12,69.71,1.61
494,Requena,20,ES,1554412037,71,39.49,-1.1,55.4,4.7
495,Port-Gentil,20,GA,1554408000,89,-0.72,8.78,84.2,9.17
496,Bonavista,20,CA,1554411676,88,48.65,-53.11,32.0,25.01
497,Lodja,24,CD,1554412321,97,-3.52,23.6,73.22,2.73
498,Arlit,0,NE,1554412321,24,18.74,7.39,79.7,2.95
499,Kazachinskoye,0,RU,1554412321,70,57.69,93.28,13.1,2.51
500,Chara,20,GR,1554411805,87,39.42,22.43,52.0,6.93
501,Bolshaya Dzhalga,12,RU,1554412332,94,45.97,42.7,36.14,0.94
502,Kempsey,100,AU,1554412205,88,-31.08,152.84,64.0,1.99
503,Zhezkazgan,0,KZ,1554412332,87,47.8,67.71,35.06,4.97
504,Mengcheng,0,CN,1554412332,77,33.26,116.57,52.52,12.8
505,Poltavka,92,RU,1554412332,97,54.36,71.76,32.72,10.22
506,Changanacheri,36,IN,1554412332,91,9.47,76.55,72.23,0.94
507,Adrar,40,DZ,1554408000,68,27.87,-0.29,66.2,23.04
508,Porto Novo,0,BR,1554408000,38,-23.68,-45.44,89.6,2.24
509,Half Moon Bay,75,US,1554412331,59,37.46,-122.43,63.0,10.29
510,Sheridan,75,US,1554412217,27,39.65,-105.03,66.99,12.75
511,Shingu,44,JP,1554412333,100,33.72,135.99,57.47,11.45
512,Ulaangom,56,MN,1554412355,72,49.98,92.07,27.32,1.39
513,Fergus Falls,90,US,1554411895,69,46.28,-96.08,41.0,13.87
514,Bennington,1,US,1554412145,20,42.88,-73.2,46.0,20.8
515,Oga,0,NG,1554412355,51,8.18,5.65,85.64,10.0
516,Numan,0,NG,1554412355,28,9.46,12.04,89.69,7.65
517,Leshukonskoye,48,RU,1554412356,70,64.9,45.76,35.78,8.66
518,Raymondville,90,US,1554412076,100,37.34,-91.83,55.4,3.36
519,Nizhneangarsk,56,RU,1554412356,72,55.78,109.57,8.6,0.6
520,Kalianget,80,ID,1554412356,94,-7.35,109.91,69.62,1.39
521,Griffith,0,AU,1554408000,63,-34.29,146.06,66.2,9.17
522,Kimbe,64,PG,1554412357,100,-5.56,150.15,77.45,1.5
523,Kokopo,92,PG,1554412357,100,-4.34,152.27,75.83,1.61
524,Highland Springs,1,US,1554412334,19,37.55,-77.33,73.99,9.17
525,Barra do Garcas,48,BR,1554408000,94,-15.89,-52.26,77.0,7.43
526,Iqaluit,40,CA,1554412343,71,63.75,-68.52,6.8,18.34
527,Port Hawkesbury,40,CA,1554412262,34,45.62,-61.36,39.0,27.51
528,Gushikawa,90,JP,1554410160,88,26.35,127.87,68.0,13.87
529,Hamilton,75,BM,1554411657,60,32.3,-64.78,68.0,14.99
530,Jinka,12,ET,1554412358,68,5.79,36.57,65.12,1.95
531,Port Hardy,75,CA,1554408000,76,50.7,-127.42,51.8,16.11
532,Sao Joao da Barra,0,BR,1554408000,66,-21.64,-41.05,84.2,16.11
533,Port Blair,8,IN,1554412359,100,11.67,92.75,83.75,4.41
534,Surt,64,LY,1554412359,51,31.21,16.59,72.77,17.94
535,Cuitlahuac,5,MX,1554407160,55,18.82,-96.72,89.6,8.05
536,Boende,88,CD,1554412359,100,-0.28,20.88,71.87,3.51
537,Aguimes,20,ES,1554412349,72,27.91,-15.45,63.0,13.87
538,Hurricane,1,US,1554412222,41,37.18,-113.29,69.01,17.22
539,Chihuahua,75,MX,1554411918,16,28.66,-106.08,78.8,6.93
540,Mackay,90,CA,1554410520,86,53.65,-115.58,37.4,2.24
541,Wajid,0,SO,1554412363,46,3.81,43.25,79.52,10.67
542,Havre-Saint-Pierre,75,CA,1554409860,85,50.23,-63.6,23.0,48.32
543,Wanaka,88,NZ,1554412364,96,-44.7,169.14,37.13,2.95
544,Arica,0,CL,1554408000,60,-18.48,-70.32,82.4,10.29
545,Mahibadhoo,0,MV,1554412374,100,3.78,72.97,83.75,5.08
546,Mwene-Ditu,24,CD,1554412374,77,-7.01,23.45,75.29,6.42
547,Sindor,0,RU,1554412374,76,62.87,51.9,27.41,8.43
548,Les Cayes,68,HT,1554412374,98,18.19,-73.75,79.97,7.43
549,Mumbwa,0,ZM,1554412374,59,-14.99,27.06,65.12,7.76
550,Mayo,5,CA,1554408000,24,63.59,-135.9,21.2,13.87
551,Moindou,75,NC,1554409800,83,-21.69,165.68,73.4,2.24
552,Falun,0,SE,1554411912,82,60.61,15.63,44.6,5.82
553,Brae,8,GB,1554411000,87,60.4,-1.35,46.4,12.75
554,Nome,90,US,1554412356,78,30.04,-94.42,82.99,8.05
555,Sioux Lookout,75,CA,1554408000,25,50.1,-91.92,39.2,14.99
556,Barao de Melgaco,40,BR,1554408000,66,-16.19,-55.97,91.4,3.36
557,Santa Maria,75,BR,1554408000,94,-29.69,-53.81,77.0,1.12
558,Umm Kaddadah,0,SD,1554412377,15,13.6,26.69,71.87,11.01
559,Capaci,0,IT,1554412278,72,38.17,13.24,61.0,17.22
560,Caravelas,0,BR,1554412378,97,-17.73,-39.27,82.49,13.69
